ActivePositions@Holders@Shares
Increased Positions@373@32,363,383
Decreased Positions@394@32,178,771
Held Positions@167@342,801,431
Total Institutional Shares@934@407,343,585
New Positions@85@18,456,631
Sold Out Positions@80@1,552,110
