ActivePositions@Holders@Shares
Increased Positions@374@14,292,562
Decreased Positions@380@9,680,165
Held Positions@82@85,811,496
Total Institutional Shares@836@109,784,223
New Positions@102@2,091,923
Sold Out Positions@122@2,532,955
