OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
FMR LLC@03/31/2020@18,617,271@117,082@0.633%@$5,870,026
VANGUARD GROUP INC@03/31/2020@10,893,971@245,320@2.304%@$3,434,869
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@8,187,736@1,793,139@28.041%@$2,581,593
JENNISON ASSOCIATES LLC@03/31/2020@7,719,010@-335,834@-4.169%@$2,433,804
BLACKROCK INC.@03/31/2020@7,036,616@91,204@1.313%@$2,218,645
