palmOil@controversialWeapons@gambling@socialScore@nuclear@furLeather@alcoholic@gmo@catholic@socialPercentile@peerCount@governanceScore@environmentPercentile@animalTesting@tobacco@totalEsg@highestControversy@esgPerformance@coal@pesticides@adult@percentile@peerGroup@smallArms@environmentScore@governancePercentile@militaryContract
False@False@False@6.41@False@False@False@False@False@0@23@6.07@0@False@False@13.6@2@UNDER_PERF@False@False@False@4.42@Textiles & Apparel@False@1.12@0@False
