Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Technology@EDP Services@$125.00@$108.76/$106.75@3,141,732@4,570,783@$106.88@$125.05/$73.50@71,989,644,736@59.08@24.51@$1.82@N/A@N/A@N/A@N/A@1.0
