Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Consumer Services@Catalog/Specialty Distribution@$2,700.00@$2,530.00/$2,487.34@3,970,654@4,836,563@$2,483.00@$2,530.00/$1,626.03@1,258,940,631,330@120.6@127.61@$20.93@N/A@N/A@N/A@N/A@1.0
