Firm@To Grade@From Grade@Action
PiperJaffray@@@main
PiperJaffray@Overweight@@main
Morgan Stanley@Equal-Weight@@down
Bank oferica@Neutral@@down
Bank oferica@Buy@@up
Benchmark@Buy@@main
Canaccord Genuity@Hold@@main
Deutsche Bank@Buy@@main
JP Morgan@Overweight@@main
Stifel Nicolaus@Buy@@main
Goldman Sachs@Buy@@up
BGC Financial@Hold@@up
Jefferies@Buy@@main
Credit Suisse@Outperform@@up
JP Morgan@Overweight@@main
BMO Capital@Market Perform@@init
Lazard@Buy@@init
Deutsche Bank@Buy@@main
Oppenheimer@Outperform@@main
PiperJaffray@Overweight@@main
Bank of America@Buy@@main
Barclays@Equal-Weight@@main
Cantor Fitzgerald@Buy@@init
Barclays@Equal-Weight@@main
Morgan Stanley@Overweight@Equal-Weight@up
Benchmark@Buy@@main
Pacific Crest@Outperform@Sector Perform@up
ISI Group@Buy@@init
Canaccord Genuity@Hold@@main
ISI Group@Buy@@init
PiperJaffray@Overweight@@main
PiperJaffray@Overweight@@main
BGC Financial@Hold@@main
Credit Suisse@Outperform@@main
Jefferies@Buy@@main
Nomura@Buy@@main
Credit Agricole@Outperform@Buy@down
Deutsche Bank@Buy@@main
Canaccord Genuity@Hold@@main
Oppenheimer@Outperform@@main
Barclays@Equal-Weight@@main
Nomura@Buy@@main
PiperJaffray@Neutral@Overweight@down
JMP Securities@Market Perform@@init
Nomura@Buy@@main
Bank of America@Buy@@main
Credit Suisse@Outperform@@main
Tigress Financial@Buy@@init
Lazard@Buy@@init
Citigroup@Buy@@init
Susquehanna@Positive@@init
SunTrust Robinson Humphrey@Buy@@init
Nomura@Buy@@main
BMO Capital@Market Perform@@main
Wedbush@Neutral@@init
CRT Capital@Buy@@init
UBS@Buy@Neutral@up
Bank of America@Buy@@main
Raymond James@Strong Buy@Market Perform@up
Benchmark@Buy@@main
Deutsche Bank@Buy@@main
Standpoint@Sell@@init
SunTrust Robinson Humphrey@Buy@@main
Credit Suisse@Outperform@@main
Citigroup@Buy@@main
Topeka@Buy@@main
Morgan Stanley@Overweight@@main
Susquehanna@Positive@@main
FBN Securities@Outperform@@init
Pacific Crest@Outperform@@main
Benchmark@Buy@@main
Stifel Nicolaus@Buy@@main
UBS@Buy@@main
FBN Securities@Outperform@@main
UBS@Neutral@Buy@down
Argus Capital@Buy@Hold@up
Deutsche Bank@Buy@@main
JP Morgan@Neutral@@main
SunTrust Robinson Humphrey@Buy@@main
UBS@Neutral@@main
Credit Suisse@Outperform@@main
Raymond James@Outperform@Strong Buy@down
Cantor Fitzgerald@Buy@@main
Edward Jones@Buy@@init
Barclays@Equal-Weight@@init
Citigroup@Neutral@Buy@down
Deutsche Bank@Buy@@main
Jefferies@Buy@@main
JP Morgan@Neutral@@main
UBS@Neutral@@main
Raymond James@Market Perform@Outperform@down
Canaccord Genuity@Hold@@main
Citigroup@Neutral@@main
CRT Capital@Fair Value@@main
Susquehanna@Positive@@main
Bank of America@Buy@@main
Wolfe Research@@@main
Benchmark@Buy@@main
Credit Suisse@Outperform@@main
Monness, Crespi, Hardt@Neutral@@init
Morgan Stanley@Overweight@@init
Nomura@Buy@@init
PiperJaffray@Overweight@@main
Citigroup@Buy@Neutral@up
BGC Financial@Buy@Hold@up
Oppenheimer@Outperform@@main
JP Morgan@Neutral@@main
Jefferies@Buy@@main
PiperJaffray@Overweight@@main
Baird@Outperform@@main
SunTrust Robinson Humphrey@Neutral@Buy@down
Axiom Capital@Buy@@init
Wolfe Research@Outperform@Peer Perform@up
Jefferies@Buy@@main
BGC Financial@Hold@Buy@down
Monness Crespi Hardt@Buy@Neutral@up
JP Morgan@Overweight@Neutral@up
Raymond James@Outperform@Market Perform@up
Janney Capital@Buy@Neutral@up
Nomura@Buy@@main
Oppenheimer@Outperform@@main
PiperJaffray@Overweight@@main
Canaccord Genuity@Hold@@main
Evercore ISI Group@@Buy@down
Mizuho@Buy@@init
UBS@Buy@Neutral@up
Nomura@Buy@@main
Cowen & Co.@Outperform@Market Perform@up
Wedbush@Outperform@Neutral@up
Bank of America@Buy@@main
JMP Securities@Outperform@Market Perform@up
Barclays@Overweight@Equal-Weight@up
Morgan Stanley@Overweight@@main
Wedbush@Outperform@@main
JP Morgan@Overweight@@main
Jefferies@Buy@@main
Canaccord Genuity@Hold@@main
Stifel Nicolaus@Buy@Hold@up
Evercore ISI Group@Buy@Hold@up
Raymond James@Strong Buy@Outperform@up
RBC Capital@Outperform@@main
Canaccord Genuity@Hold@@main
Baird@Buy@@main
RBC Capital@Outperform@@main
JP Morgan@Overweight@@main
JMP Securities@Market Outperform@@main
Credit Suisse@Outperform@@main
PiperJaffray@Overweight@@main
Benchmark@Buy@@main
Deutsche Bank@Buy@@main
Jefferies@Buy@@main
Axiom Capital@Buy@@main
Barclays@Overweight@@main
Pacific Crest@Overweight@@init
Nomura@Buy@@main
MKM Partners@Buy@@init
Macquarie@Outperform@@main
Monness Crespi Hardt@Neutral@Buy@down
Credit Suisse@Outperform@@main
Susquehanna@Perform@@init
Credit Suisse@Outperform@@main
Benchmark@Buy@@main
Canaccord Genuity@Buy@Hold@up
Bernstein@Outperform@@main
BMO Capital@Outperform@@init
Raymond James@Outperform@Strong Buy@down
Stifel Nicolaus@Buy@@main
Citigroup@Buy@@main
JP Morgan@Overweight@@main
Axiom Capital@Buy@@main
Goldman Sachs@Buy@@main
Credit Suisse@Outperform@@main
Citigroup@Buy@@main
Nomura@Buy@@main
William Blair@Outperform@@init
KeyBanc@Overweight@@main
Maxim Group@Buy@@init
Goldman Sachs@Buy@@main
Wedbush@Outperform@@main
UBS@Buy@@main
SunTrust Robinson Humphrey@Neutral@@main
JMP Securities@Market Outperform@@main
Pacific Crest@Overweight@@main
CLSA@Outperform@@main
Citigroup@Buy@@main
Deutsche Bank@Buy@@main
Jefferies@Buy@@main
JP Morgan@Overweight@@main
MKM Partners@Buy@@main
JP Morgan@Overweight@@main
Maxim Group@Buy@@main
Guggenheim@Buy@@init
JMP Securities@Market Outperform@@main
SunTrust Robinson Humphrey@Neutral@@main
Morgan Stanley@Overweight@@main
Credit Suisse@Outperform@@main
Goldman Sachs@Buy@@main
Axiom Capital@Buy@@main
Citigroup@Buy@@main
Citigroup@Buy@@main
BMO Capital@Outperform@@main
Needham@Buy@Hold@up
Wolfe Research@Peer Perform@Outperform@down
Goldman Sachs@Buy@@main
Raymond James@Market Perform@@down
Pacific Crest@Sector Weight@Overweight@down
Benchmark@Buy@Buy@reit
Deutsche Bank@Buy@@main
Morgan Stanley@Overweight@@main
Credit Suisse@Outperform@@main
Deutsche Bank@Buy@@main
Raymond James@Outperform@Market Perform@up
Stifel Nicolaus@Buy@@main
Citigroup@Buy@@main
Barclays@Overweight@@main
Oppenheimer@Outperform@@main
Loop Capital@Buy@@main
Canaccord Genuity@Buy@@main
UBS@Buy@@main
Citigroup@Buy@@main
Nomura@Buy@@main
Citigroup@Buy@Buy@main
Loop Capital@Buy@Buy@main
Morgan Stanley@Overweight@Overweight@main
PiperJaffray@Overweight@Overweight@main
Morgan Stanley@Overweight@Overweight@main
Bank of America@Buy@Buy@main
Barclays@Overweight@Overweight@main
JMP Securities@Market Outperform@Market Outperform@main
Credit Suisse@Outperform@Outperform@main
Nomura@Buy@Buy@main
MKM Partners@Buy@Buy@main
Morgan Stanley@Overweight@Overweight@main
Credit Suisse@Outperform@Outperform@main
Stifel Nicolaus@Buy@Buy@main
Canaccord Genuity@Buy@Buy@main
JMP Securities@Market Outperform@Market Outperform@main
Credit Suisse@Outperform@Outperform@main
Barclays@Overweight@Overweight@main
Wedbush@Outperform@Outperform@main
Argus@Buy@Hold@up
B. Riley FBR@Buy@Neutral@up
SunTrust Robinson Humphrey@Buy@Buy@reit
DA Davidson@Buy@Buy@main
Cowen & Co.@Outperform@Outperform@main
Barclays@Overweight@Overweight@main
Credit Suisse@Outperform@Outperform@main
JMP Securities@Market Outperform@Market Outperform@main
JP Morgan@Overweight@Overweight@main
PiperJaffray@Overweight@Overweight@main
BMO Capital@Outperform@Outperform@main
Wedbush@Outperform@Outperform@main
Credit Suisse@Outperform@Outperform@main
Canaccord Genuity@Buy@Buy@main
Jefferies@Buy@Buy@main
Morgan Stanley@Overweight@Overweight@main
Morgan Stanley@Overweight@Overweight@main
DA Davidson@Buy@Buy@main
Citigroup@Buy@Buy@main
Wells Fargo@Outperform@Outperform@main
Jefferies@Buy@Buy@main
Stifel Nicolaus@Buy@Buy@main
Jefferies@Buy@Buy@main
Barclays@Overweight@Overweight@main
Bank of America@Buy@Buy@main
Jefferies@Buy@Buy@main
Deutsche Bank@Buy@Buy@main
Deutsche Bank@Buy@Buy@main
Raymond James@Outperform@Outperform@main
KeyBanc@Overweight@Sector Weight@up
Goldman Sachs@Buy@Buy@main
Credit Suisse@Outperform@Outperform@main
Raymond James@Outperform@Outperform@main
Benchmark@Buy@Buy@main
Bank of America@Buy@Buy@main
Wedbush@Outperform@Outperform@main
Deutsche Bank@Buy@Buy@main
Barclays@Overweight@Overweight@main
Oppenheimer@Outperform@Outperform@main
Morgan Stanley@Overweight@@main
KeyBanc@Overweight@@main
Credit Suisse@Outperform@@main
Barclays@Overweight@@main
Mizuho@Buy@@main
Raymond James@Outperform@@main
Credit Suisse@Outperform@@main
Baird@Outperform@@main
RBC Capital@Outperform@@main
Morgan Stanley@Overweight@@main
Bank of America@Buy@@main
Raymond James@Outperform@@main
Credit Suisse@Outperform@@main
Barclays@Overweight@@main
Piper Jaffray@Overweight@@main
Morgan Stanley@Overweight@@main
BMO Capital@Outperform@@main
MKM Partners@Buy@@main
Wedbush@Outperform@@main
Oppenheimer@Outperform@@main
SunTrust Robinson Humphrey@Buy@@main
JMP Securities@Market Outperform@@main
Morgan Stanley@Overweight@@main
UBS@Buy@@main
Pivotal Research@Buy@@main
Benchmark@Buy@@main
BMO Capital@Outperform@@main
Deutsche Bank@Buy@@main
KeyBanc@Overweight@@main
Wells Fargo@Overweight@@main
Credit Suisse@Outperform@@main
Mizuho@Buy@@main
Raymond James@Outperform@@main
UBS@Buy@@main
Cowen & Co.@Outperform@@main
Stifel@Buy@@main
Goldman Sachs@Buy@@main
JMP Securities@Market Outperform@@main
Piper Sandler@Overweight@@main
Baird@Outperform@@main
DA Davidson@Buy@@reit
RBC Capital@Outperform@@main
Morgan Stanley@Overweight@@main
B of A Securities@Buy@@main
CFRA@Buy@@main
Citigroup@Buy@@main
Aegis Capital@Buy@@main
Wedbush@Outperform@@main
Deutsche Bank@Buy@@main
Baird@Outperform@@main
Wedbush@Outperform@@main
Goldman Sachs@Buy@@main
Stifel@Buy@@main
Oppenheimer@Outperform@@main
Credit Suisse@Outperform@@main
SunTrust Robinson Humphrey@Buy@@main
Citigroup@Buy@@main
KeyBanc@Overweight@@main
RBC Capital@Outperform@@main
Mizuho@Buy@@main
Pivotal Research@Buy@@main
Morgan Stanley@Overweight@@main
Raymond James@Outperform@@main
Susquehanna@Positive@@main
Credit Suisse@Outperform@@main
B of A Securities@Buy@@reit
MKM Partners@Buy@@main
UBS@Buy@@main
BMO Capital@Outperform@@main
Benchmark@Buy@@main
Guggenheim@Buy@@main
Canaccord Genuity@Buy@@main
JMP Securities@Market Outperform@@main
SunTrust Robinson Humphrey@Buy@@main
Morgan Stanley@Overweight@@main
RBC Capital@Outperform@@main
Baird@Outperform@@main
