ActivePositions@Holders@Shares
Increased Positions@1,228@200,163,472
Decreased Positions@1,249@201,487,899
Held Positions@174@2,679,234,367
Total Institutional Shares@2,651@3,080,885,738
New Positions@122@28,144,537
Sold Out Positions@196@23,484,160
